"","path_treat","lsmean","SE","df","lower.CL","upper.CL","plantsp","biomass"
"1","sterile",0.0179957169835334,0.00131278917697069,98.7645930207212,0.0154193251624176,0.0206296190595963,"MW","above"
"2","18",0.0161700179969777,0.00359268355515008,102.519028593241,0.00925851592060886,0.0235187295718387,"MW","above"
"3","19",0.0147981531412112,0.00403595851547964,103.947684762866,0.00706727075119225,0.0230872504003399,"MW","above"
"4","23",0.0136950605800013,0.00314934936025113,86.5596521132716,0.00760416177006386,0.0201307327490973,"MW","above"
"5","29",0.0161654998891557,0.00708868928381705,103.961269416285,0.00292553851099114,0.0311086010306023,"MW","above"
"6","35",0.015236360075192,0.0050474844659355,103.350244906111,0.00564871522370108,0.0256940858699646,"MW","above"
"7","45",0.0183303889778022,0.00365415425455311,103.973066566422,0.0113014580954647,0.0258032122420914,"MW","above"
"8","57",0.0204802319585202,0.00278329953014486,103.907137607749,0.015085306282729,0.0261280589297714,"MW","above"
"9","58",0.0232055890266825,0.00305264399379201,103.945060138309,0.0172983542467395,0.0294103166654934,"MW","above"
"10","59",0.0180228134165363,0.00299911761386193,90.6091671454871,0.0122129611823915,0.0241334721050062,"MW","above"
"11","61",0.0170842684512425,0.0032984966874136,103.689930693971,0.0107223638773428,0.0238117164292936,"MW","above"
"12","62",0.0171957211350974,0.00319535309208145,103.997530480117,0.011027468560966,0.023706657734285,"MW","above"
"13","63",0.0172256538892375,0.00341531802036933,92.9513154861792,0.0106359275569119,0.0242078792414915,"MW","above"
"14","64",0.0214675330285315,0.00232724546611286,103.970701614352,0.0169390743654174,0.0261713559826222,"MW","above"
"15","73",0.0206060470941572,0.00434075181301102,103.052426141762,0.0122973062846138,0.0295295415084328,"MW","above"
"16","74",0.0239463269351034,0.00438122325308393,103.92337630876,0.015555635889733,0.032946280312655,"MW","above"
"17","76",0.0160921983111959,0.00357405180393498,103.978147121876,0.00921671348722986,0.0234005133317061,"MW","above"
"18","83",0.0174059370540438,0.00333544282405173,86.2431637800991,0.0109593093193074,0.0242271075775307,"MW","above"
"19","85",0.0205533852876197,0.00274628537563684,103.921227989759,0.0152285312411673,0.0261243074763162,"MW","above"
"20","87",0.0120808291508857,0.0031484239121566,91.7539902276426,0.00599880718200702,0.0185118266621628,"MW","above"
"21","92",0.0181635303517104,0.00293250565560849,103.890299982812,0.01248896951773,0.0241243471696917,"MW","above"
"22","sterile",0.0155940221413152,0.00231944024585358,173.812719051411,0.011105592961047,0.0202637742952464,"DB","above"
"23","17",0.0252549596458249,0.0063496159896436,181.804309439959,0.0133327317341528,0.0384313664359455,"DB","above"
"24","18",0.0233763456768497,0.00660711999701503,176.560267806931,0.0110026299635447,0.0371293876331812,"DB","above"
"25","19",0.0154944782921976,0.00679379845232394,180.7061744907,0.00283783133804351,0.0297088274074905,"DB","above"
"26","23",0.0236862708017241,0.00663415609244731,174.900562210339,0.0112621674219152,0.0374977131878535,"DB","above"
"27","29",0.0124993688547526,0.00494969294590818,181.793936426934,0.0031450398594359,0.022702051499182,"DB","above"
"28","30",0.00923262494748017,0.00722135392970599,178.145506272445,-0.00412736709273562,0.0244543514775298,"DB","above"
"29","33",0.00842157327873472,0.00659623104747195,169.136661693391,-0.0038484092549622,0.0222573382421414,"DB","above"
"30","35",0.0242499580576619,0.00545166623149288,181.758061315332,0.013945735079994,0.0354860018805678,"DB","above"
"31","38",0.00607500261190777,0.00638955324910505,177.986008716342,-0.00581344720047879,0.0194640407221002,"DB","above"
"32","40",0.0104663464257333,0.0068060903780231,169.850495226652,-0.00218417671345937,0.0247529620734605,"DB","above"
"33","41",0.0136994809961067,0.00767021538424536,179.541846873321,-0.0004717477738444,0.0298884657334182,"DB","above"
"34","42",0.012660844549984,0.0066230406287427,178.049796903089,0.000320712245778773,0.0265188973501304,"DB","above"
"35","43",0.00786798104639186,0.00732829873481886,169.233131448304,-0.00567053136293183,0.0233495905695414,"DB","above"
"36","44",0.00713125318829623,0.00645675960808159,176.104015901252,-0.00488268042979298,0.0206626244468913,"DB","above"
"37","45",0.00995236851236869,0.00439801663615552,181.597230550144,0.00160818829627563,0.0189817823168771,"DB","above"
"38","46",0.0134085910448915,0.00684000024034237,180.488270253249,0.000684117493669256,0.0277411854317156,"DB","above"
"39","57",0.0464958684516772,0.00746632864428552,181.176458187214,0.0324802650760507,0.0619942371121567,"DB","above"
"40","58",0.0302344188677411,0.00665283512518313,180.978836741232,0.0177472199618746,0.0440458964832464,"DB","above"
"41","59",0.0393530360117471,0.00715269449970291,170.782461072399,0.0259256679227108,0.0542121552026251,"DB","above"
"42","64",0.0177121023408175,0.0069272312709082,180.757012828049,0.0048072135777321,0.0322059671705558,"DB","above"
"43","73",0.032066447011607,0.00775914060772085,179.20530478492,0.017609622162168,0.0483003355135351,"DB","above"
"44","74",0.0364611472571018,0.00900550378294753,181.580501851135,0.0198004989914803,0.0554387908855765,"DB","above"
"45","76",0.0158751060653598,0.00681186793209914,180.997186307668,0.0031844681350013,0.0301265631188905,"DB","above"
"46","83",0.0248080244757481,0.00682738272196323,180.708250367818,0.0120379689182968,0.0390336073023462,"DB","above"
"47","85",0.0194876247608985,0.00594370303280989,181.994495738232,0.00831733102352596,0.0318098621530874,"DB","above"
"48","87",0.024527647389964,0.00671559594858343,181.730549256441,0.0119577011426208,0.0385088726029214,"DB","above"
"49","92",0.0241319261186146,0.00479897084170653,181.509096787227,0.0150151228817614,0.0339713830307148,"DB","above"
"50","sterile",0.00434765038057403,0.00143874506610104,85.6911357048007,0.0015262186206514,0.00724749023334254,"SL","above"
"51","17",0.00869735261849254,0.0027159053865536,85.9815182161911,0.00343018917628346,0.014232745394399,"SL","above"
"52","18",0.00718188156372024,0.00303891606804604,66.7437237430618,0.00128421954582406,0.0134229575648934,"SL","above"
"53","19",0.0166916980590376,0.00272493560112439,85.9467571945,0.0113984686896432,0.0222364414526963,"SL","above"
"54","23",0.0052784792963159,0.00247029990153594,78.5028845202786,0.000474065248369848,0.0103126281946141,"SL","above"
"55","29",0.00383435039569052,0.00336346354766426,85.963041875787,-0.00264129846363986,0.0107407160526734,"SL","above"
"56","45",0.00460258552855494,0.00243341507103778,85.7295395752233,-0.000124938776177613,0.00955388427485457,"SL","above"
"57","57",0.0104095617894093,0.00229581973120161,85.9759305021932,0.00593864780491826,0.0150691611335013,"SL","above"
"58","58",0.00566692234469997,0.00241503263050585,85.979899286224,0.00097341179134644,0.0105785996503067,"SL","above"
"59","59",0.00955131303579011,0.00248123043926132,85.9998330129375,0.0047281849311101,0.014596564389617,"SL","above"
"60","64",0.00131734019303871,0.00339317119712724,85.9745005560312,-0.00520844473947803,0.00829238317252409,"SL","above"
"61","68",0.00261659991674919,0.00569239126293059,85.9835573659926,-0.00809789930730531,0.0145802598537469,"SL","above"
"62","70",0.00415846135447567,0.00328936774940951,85.964875297468,-0.00217958992490043,0.0109071722701093,"SL","above"
"63","72",0.00217611579790433,0.0028275619414232,85.9976374071797,-0.00329307605454381,0.00795461393679536,"SL","above"
"64","74",0.00264539461856866,0.0029713539766435,85.9260854977058,-0.00309478514450563,0.00872559389206397,"SL","above"
"65","76",0.00482330672391057,0.00278951488160088,85.5275577578499,-0.000578351675749669,0.0105184415842653,"SL","above"
"66","83",0.00783241378671036,0.00227794794414066,85.95073485414,0.00339773553010854,0.0124572932226586,"SL","above"
"67","85",0.01421641116174,0.00372530287460409,85.9115845348216,0.00704563331246762,0.0218675454101709,"SL","above"
"68","87",0.0101972403962082,0.00286614904296372,85.9467692952642,0.00464427000957197,0.0160448803343835,"SL","above"
"69","92",0.00645025681371543,0.00248859611367907,76.5270790265769,0.00160793470635778,0.0115233491208529,"SL","above"
"70","sterile",0.0119147570464637,0.00156131752996929,127.051758774248,0.00886745937547762,0.015047351307899,"BS","above"
"71","1",0.0103457946618993,0.00433481968894553,115.59910704403,0.00208536223109579,0.0192746357896265,"BS","above"
"72","10",0.0115454658086902,0.00387815477307235,140.982244441951,0.00413615978896768,0.0194819452502591,"BS","above"
"73","12",0.00992515451164638,0.00430227104720868,140.989734010261,0.00174057197726288,0.0187681507934689,"BS","above"
"74","14",0.0038081485516305,0.00408126655565209,114.924080386021,-0.00396933803948264,0.0122155308077325,"BS","above"
"75","16",0.01524129623406,0.00404666964061913,140.99586799413,0.00751266772803362,0.0235255029788782,"BS","above"
"76","17",0.0200482796625458,0.0029109994151857,140.889439556475,0.0144291552678276,0.0259433351247391,"BS","above"
"77","18",0.0142542218341639,0.0029291945618738,140.93223687405,0.00860768355693763,0.020194324926254,"BS","above"
"78","19",0.0130777081169413,0.00308205000091338,132.934498799596,0.00714291944475348,0.0193412326194206,"BS","above"
"79","2",0.00609550620318267,0.0041720429541586,114.774867508386,-0.00185501253061765,0.0146900797151878,"BS","above"
"80","20",0.0150457213700934,0.00454156166358679,118.747215532906,0.00639527904126189,0.0243994858120745,"BS","above"
"81","21",0.0120873587308891,0.00521202287231472,108.969419982304,0.00221898998011533,0.0229084340366797,"BS","above"
"82","22",0.0115882706865296,0.00438845028791517,117.688187728766,0.00322750231126259,0.0206262079001367,"BS","above"
"83","23",0.0101013102046032,0.0030121435316653,140.879870243259,0.00430463484112809,0.0162201327604892,"BS","above"
"84","25",0.0103480664053291,0.00871922791954687,140.828489561467,-0.00561054417140479,0.0290048305978898,"BS","above"
"85","26",0.0124801772646207,0.00446529302287773,81.6538705989737,0.00393846609042153,0.021723850210316,"BS","above"
"86","29",0.00410574878021015,0.00800585775122585,140.817819851726,-0.0105770753274393,0.0211994236240168,"BS","above"
"87","35",0.00870616394191924,0.00481814237838563,140.836272280688,-0.000413677911902416,0.0186611758642282,"BS","above"
"88","45",0.00576600330128442,0.00808073961248114,140.826169795835,-0.00906127726761265,0.0230108266117456,"BS","above"
"89","57",0.0141559280310474,0.00367720557996104,140.993919502655,0.00711297364530049,0.0216619748396035,"BS","above"
"90","58",0.0160425078247588,0.00339494390932369,140.943804792036,0.00952131526370102,0.0229519896637166,"BS","above"
"91","59",0.0129637807418822,0.00388663815470657,140.931072026528,0.00553562141543357,0.020914773498779,"BS","above"
"92","64",0.0118975788395494,0.00354622919530428,140.895201904082,0.00510198581994147,0.0191325554172117,"BS","above"
"93","7",0.00808116073148649,0.0037745637950036,121.84324565117,0.000861384531584131,0.0158177369794821,"BS","above"
"94","73",0.0120407159182561,0.00610905511914176,140.819463551976,0.000591557794252892,0.0247929975311762,"BS","above"
"95","74",0.00873462075737262,0.00844414568785291,140.794528591594,-0.00674075779243055,0.0267779736504229,"BS","above"
"96","76",0.0177937429494699,0.00454194714894179,140.808739232546,0.00914822200546868,0.0271240669165512,"BS","above"
"97","8",0.00739804960811943,0.00378387996601944,128.557288634525,0.000166298197101844,0.015151915037645,"BS","above"
"98","83",0.0130207206620094,0.00614468951577255,140.832590148667,0.0015030270619717,0.0258453434217397,"BS","above"
"99","85",0.0139003740979693,0.00511058905484719,140.625933148705,0.00423201128488199,0.0244655558281358,"BS","above"
"100","87",0.00761862875441215,0.00370401746182775,140.848759160188,0.000539542848467314,0.015196159907311,"BS","above"
"101","9",0.0105531465281373,0.00382696023756585,140.814784655867,0.00324049719367499,0.0183837596630693,"BS","above"
"102","92",0.0127309931292395,0.00355070950457743,140.795476855024,0.00592547907513999,0.0199737487416962,"BS","above"
"103","sterile",0.0111307618805862,0.00166366023073383,131.214477505322,0.00788794915384326,0.0144710445700377,"IW","above"
"104","17",0.00976408914661878,0.00376654924189244,148.910211595743,0.00256803046793939,0.017465015280301,"IW","above"
"105","18",0.0113098810603279,0.00410810145075215,148.943120137468,0.0034811329211977,0.0197309042905379,"IW","above"
"106","19",0.0252832218998445,0.0046268249497802,148.972825063976,0.0164661707641092,0.0347677663533401,"IW","above"
